MRR,Date,XcoordGPS,YcoordGPS,ColMethod,variable,NumMoz,relSite
3,2014-09-08T00:00:00Z,-4.473294,11.233903,Swarm,Male Mark B,0,B
3,2014-09-08T00:00:00Z,-4.473073,11.233944,Swarm,Male Mark B,0,B
3,2014-09-08T00:00:00Z,-4.473288,11.233706,Swarm,Male Mark B,0,B
3,2014-09-08T00:00:00Z,-4.473447,11.233826,Swarm,Male Mark B,0,B
3,2014-09-08T00:00:00Z,-4.473449,11.233894,Swarm,Male Mark B,0,B
3,2014-09-08T00:00:00Z,-4.472747,11.233577,Swarm,Male Mark B,0,B
3,2014-09-08T00:00:00Z,-4.472766,11.233488,Swarm,Male Mark B,0,B
3,2014-09-08T00:00:00Z,-4.472927,11.233612,Swarm,Male Mark B,0,B
3,2014-09-08T00:00:00Z,-4.473257,11.232662,Swarm,Male Mark B,0,B
3,2014-09-08T00:00:00Z,-4.473255,11.232586,Swarm,Male Mark B,0,B
3,2014-09-08T00:00:00Z,-4.473214,11.232654,Swarm,Male Mark B,0,B
3,2014-09-08T00:00:00Z,-4.472665,11.23024,Swarm,Male Mark B,0,B
3,2014-09-08T00:00:00Z,-4.472725,11.230079,Swarm,Male Mark B,0,B
3,2014-09-08T00:00:00Z,-4.472719,11.230202,Swarm,Male Mark B,0,B
3,2014-09-08T00:00:00Z,-4.472765,11.230073,Swarm,Male Mark B,0,B
3,2014-09-08T00:00:00Z,-4.47297,11.230703,Swarm,Male Mark B,0,B
3,2014-09-08T00:00:00Z,-4.472662,11.232761,Swarm,Male Mark B,0,B
3,2014-09-08T00:00:00Z,-4.472165,11.232632,Swarm,Male Mark B,0,B
3,2014-09-08T00:00:00Z,-4.471459,11.232471,Swarm,Male Mark B,0,B
3,2014-09-08T00:00:00Z,-4.470988,11.232623,Swarm,Male Mark B,0,B
3,2014-09-08T00:00:00Z,-4.470743,11.232686,Swarm,Male Mark B,0,B
3,2014-09-08T00:00:00Z,-4.472171,11.233716,Swarm,Male Mark B,0,B
3,2014-09-08T00:00:00Z,-4.472098,11.233781,Swarm,Male Mark B,0,B
3,2014-09-08T00:00:00Z,-4.472641,11.233701,Swarm,Male Mark B,0,B
3,2014-09-08T00:00:00Z,-4.472533,11.233799,Swarm,Male Mark B,0,B
3,2014-09-08T00:00:00Z,-4.47276,11.233868,Swarm,Male Mark B,0,B
3,2014-09-08T00:00:00Z,-4.472686,11.23381,Swarm,Male Mark B,0,B
3,2014-09-08T00:00:00Z,-4.472669,11.233841,Swarm,Male Mark B,0,B
3,2014-09-08T00:00:00Z,-4.47183,11.233668,Swarm,Male Mark B,0,B
3,2014-09-08T00:00:00Z,-4.472639,11.234494,Swarm,Male Mark B,0,B
3,2014-09-08T00:00:00Z,-4.472071,11.235442,Swarm,Male Mark B,0,B
3,2014-09-08T00:00:00Z,-4.471984,11.235241,Swarm,Male Mark B,0,B
3,2014-09-08T00:00:00Z,-4.471876,11.235233,Swarm,Male Mark B,0,B
3,2014-09-08T00:00:00Z,-4.471846,11.235351,Swarm,Male Mark B,0,B
3,2014-09-08T00:00:00Z,-4.469892,11.233468,Swarm,Male Mark B,0,B
3,2014-09-08T00:00:00Z,-4.470457,11.23353,Swarm,Male Mark B,0,B
3,2014-09-08T00:00:00Z,-4.470402,11.233612,Swarm,Male Mark B,0,B
3,2014-09-08T00:00:00Z,-4.470809,11.233964,Swarm,Male Mark B,0,B
3,2014-09-09T00:00:00Z,-4.473273,11.233932,Swarm,Male Mark B,0,B
3,2014-09-09T00:00:00Z,-4.473276,11.233947,Swarm,Male Mark B,0,B
3,2014-09-09T00:00:00Z,-4.473294,11.233903,Swarm,Male Mark B,0,B
3,2014-09-09T00:00:00Z,-4.473073,11.233944,Swarm,Male Mark B,0,B
3,2014-09-09T00:00:00Z,-4.473288,11.233706,Swarm,Male Mark B,0,B
3,2014-09-09T00:00:00Z,-4.473447,11.233826,Swarm,Male Mark B,0,B
3,2014-09-09T00:00:00Z,-4.473449,11.233894,Swarm,Male Mark B,0,B
3,2014-09-09T00:00:00Z,-4.472917,11.233822,Swarm,Male Mark B,0,B
3,2014-09-09T00:00:00Z,-4.472913,11.233834,Swarm,Male Mark B,0,B
3,2014-09-09T00:00:00Z,-4.472927,11.233612,Swarm,Male Mark B,0,B
3,2014-09-09T00:00:00Z,-4.473255,11.232586,Swarm,Male Mark B,0,B
3,2014-09-09T00:00:00Z,-4.472665,11.23024,Swarm,Male Mark B,0,B
3,2014-09-09T00:00:00Z,-4.472725,11.230079,Swarm,Male Mark B,0,B
3,2014-09-09T00:00:00Z,-4.472593,11.23016,Swarm,Male Mark B,0,B
3,2014-09-09T00:00:00Z,-4.472719,11.230202,Swarm,Male Mark B,0,B
3,2014-09-09T00:00:00Z,-4.472514,11.230194,Swarm,Male Mark B,0,B
3,2014-09-09T00:00:00Z,-4.473012,11.232445,Swarm,Male Mark B,0,B
3,2014-09-09T00:00:00Z,-4.472836,11.232649,Swarm,Male Mark B,0,B
3,2014-09-09T00:00:00Z,-4.472196,11.232656,Swarm,Male Mark B,0,B
3,2014-09-09T00:00:00Z,-4.471621,11.232619,Swarm,Male Mark B,0,B
3,2014-09-09T00:00:00Z,-4.470291,11.231091,Swarm,Male Mark B,0,B
3,2014-09-09T00:00:00Z,-4.471019,11.232094,Swarm,Male Mark B,0,B
3,2014-09-09T00:00:00Z,-4.471069,11.232033,Swarm,Male Mark B,0,B
3,2014-09-09T00:00:00Z,-4.47082,11.231932,Swarm,Male Mark B,0,B
3,2014-09-09T00:00:00Z,-4.472171,11.233716,Swarm,Male Mark B,0,B
3,2014-09-09T00:00:00Z,-4.472098,11.233781,Swarm,Male Mark B,0,B
3,2014-09-09T00:00:00Z,-4.47276,11.233868,Swarm,Male Mark B,0,B
3,2014-09-09T00:00:00Z,-4.472669,11.233841,Swarm,Male Mark B,0,B
3,2014-09-09T00:00:00Z,-4.472935,11.234408,Swarm,Male Mark B,0,B
3,2014-09-09T00:00:00Z,-4.472071,11.235442,Swarm,Male Mark B,0,B
3,2014-09-09T00:00:00Z,-4.471984,11.235241,Swarm,Male Mark B,0,B
3,2014-09-09T00:00:00Z,-4.471876,11.235233,Swarm,Male Mark B,0,B
3,2014-09-09T00:00:00Z,-4.471267,11.234234,Swarm,Male Mark B,0,B
3,2014-09-09T00:00:00Z,-4.471197,11.23429,Swarm,Male Mark B,0,B
3,2014-09-09T00:00:00Z,-4.470457,11.23353,Swarm,Male Mark B,0,B
3,2014-09-09T00:00:00Z,-4.470402,11.233612,Swarm,Male Mark B,0,B
3,2014-09-09T00:00:00Z,-4.470131,11.233414,Swarm,Male Mark B,0,B
3,2014-09-09T00:00:00Z,-4.470664,11.234108,Swarm,Male Mark B,0,B
3,2014-09-09T00:00:00Z,-4.470802,11.233641,Swarm,Male Mark B,0,B
3,2014-09-10T00:00:00Z,-4.473431,11.234028,Swarm,Male Mark B,0,B
3,2014-09-10T00:00:00Z,-4.473386,11.233894,Swarm,Male Mark B,0,B
3,2014-09-10T00:00:00Z,-4.473436,11.233931,Swarm,Male Mark B,0,B
3,2014-09-10T00:00:00Z,-4.473273,11.233932,Swarm,Male Mark B,0,B
3,2014-09-10T00:00:00Z,-4.473294,11.233903,Swarm,Male Mark B,0,B
3,2014-09-10T00:00:00Z,-4.473152,11.233864,Swarm,Male Mark B,0,B
3,2014-09-10T00:00:00Z,-4.473303,11.233684,Swarm,Male Mark B,0,B
3,2014-09-10T00:00:00Z,-4.473447,11.233826,Swarm,Male Mark B,0,B
3,2014-09-10T00:00:00Z,-4.472747,11.233577,Swarm,Male Mark B,0,B
3,2014-09-10T00:00:00Z,-4.473301,11.232573,Swarm,Male Mark B,0,B
3,2014-09-10T00:00:00Z,-4.472665,11.23024,Swarm,Male Mark B,0,B
3,2014-09-10T00:00:00Z,-4.472593,11.23016,Swarm,Male Mark B,0,B
3,2014-09-10T00:00:00Z,-4.472719,11.230202,Swarm,Male Mark B,0,B
3,2014-09-10T00:00:00Z,-4.471722,11.232577,Swarm,Male Mark B,0,B
3,2014-09-10T00:00:00Z,-4.471712,11.232405,Swarm,Male Mark B,0,B
3,2014-09-10T00:00:00Z,-4.472171,11.233716,Swarm,Male Mark B,0,B
3,2014-09-10T00:00:00Z,-4.472098,11.233781,Swarm,Male Mark B,0,B
3,2014-09-10T00:00:00Z,-4.47276,11.233868,Swarm,Male Mark B,0,B
3,2014-09-10T00:00:00Z,-4.472669,11.233841,Swarm,Male Mark B,0,B
3,2014-09-10T00:00:00Z,-4.472935,11.234408,Swarm,Male Mark B,0,B
3,2014-09-10T00:00:00Z,-4.471267,11.234234,Swarm,Male Mark B,0,B
3,2014-09-10T00:00:00Z,-4.470402,11.233612,Swarm,Male Mark B,0,B
3,2014-09-10T00:00:00Z,-4.470131,11.233414,Swarm,Male Mark B,0,B
3,2014-09-10T00:00:00Z,-4.47139,11.23345,Swarm,Male Mark B,1,B
1,2013-10-09T00:00:00Z,-4.473088,11.234109,Swarm,Male Mark C,0,C
1,2013-10-09T00:00:00Z,-4.473309,11.233703,Swarm,Male Mark C,0,C
1,2013-10-09T00:00:00Z,-4.473379,11.233701,Swarm,Male Mark C,0,C
1,2013-10-09T00:00:00Z,-4.473371,11.233755,Swarm,Male Mark C,0,C
1,2013-10-09T00:00:00Z,-4.473449,11.233894,Swarm,Male Mark C,0,C
1,2013-10-09T00:00:00Z,-4.47282,11.233604,Swarm,Male Mark C,0,C
1,2013-10-09T00:00:00Z,-4.47288,11.233968,Swarm,Male Mark C,0,C
1,2013-10-09T00:00:00Z,-4.473285,11.230863,Swarm,Male Mark C,0,C
1,2013-10-09T00:00:00Z,-4.472312,11.232571,Swarm,Male Mark C,0,C
1,2013-10-09T00:00:00Z,-4.472238,11.232476,Swarm,Male Mark C,0,C
1,2013-10-09T00:00:00Z,-4.472171,11.233716,Swarm,Male Mark C,0,C
1,2013-10-09T00:00:00Z,-4.472098,11.233781,Swarm,Male Mark C,0,C
1,2013-10-09T00:00:00Z,-4.47276,11.233868,Swarm,Male Mark C,1,C
1,2013-10-09T00:00:00Z,-4.472935,11.234441,Swarm,Male Mark C,0,C
1,2013-10-09T00:00:00Z,-4.472926,11.234531,Swarm,Male Mark C,0,C
1,2013-10-09T00:00:00Z,-4.472799,11.234499,Swarm,Male Mark C,0,C
1,2013-10-09T00:00:00Z,-4.470298,11.23102,Swarm,Male Mark C,0,C
1,2013-10-09T00:00:00Z,-4.472979,11.236017,Swarm,Male Mark C,0,C
1,2013-10-09T00:00:00Z,-4.469475,11.234917,Swarm,Male Mark C,0,C
1,2013-10-09T00:00:00Z,-4.469321,11.233395,Swarm,Male Mark C,0,C
1,2013-10-10T00:00:00Z,-4.473088,11.234109,Swarm,Male Mark C,0,C
1,2013-10-10T00:00:00Z,-4.47288,11.233968,Swarm,Male Mark C,0,C
1,2013-10-10T00:00:00Z,-4.473138,11.234098,Swarm,Male Mark C,1,C
1,2013-10-10T00:00:00Z,-4.473444,11.233827,Swarm,Male Mark C,0,C
1,2013-10-10T00:00:00Z,-4.473449,11.233894,Swarm,Male Mark C,0,C
1,2013-10-10T00:00:00Z,-4.472851,11.23367,Swarm,Male Mark C,0,C
1,2013-10-10T00:00:00Z,-4.47282,11.233604,Swarm,Male Mark C,0,C
1,2013-10-10T00:00:00Z,-4.472774,11.233523,Swarm,Male Mark C,0,C
1,2013-10-10T00:00:00Z,-4.472802,11.233649,Swarm,Male Mark C,0,C
1,2013-10-10T00:00:00Z,-4.472706,11.233577,Swarm,Male Mark C,0,C
1,2013-10-10T00:00:00Z,-4.473237,11.232689,Swarm,Male Mark C,0,C
1,2013-10-10T00:00:00Z,-4.473364,11.230744,Swarm,Male Mark C,0,C
1,2013-10-10T00:00:00Z,-4.473285,11.230863,Swarm,Male Mark C,0,C
1,2013-10-10T00:00:00Z,-4.473301,11.230892,Swarm,Male Mark C,1,C
1,2013-10-10T00:00:00Z,-4.472702,11.230196,Swarm,Male Mark C,0,C
1,2013-10-10T00:00:00Z,-4.472239,11.232703,Swarm,Male Mark C,0,C
1,2013-10-10T00:00:00Z,-4.472338,11.232567,Swarm,Male Mark C,0,C
1,2013-10-10T00:00:00Z,-4.471982,11.232418,Swarm,Male Mark C,0,C
1,2013-10-10T00:00:00Z,-4.471965,11.232493,Swarm,Male Mark C,0,C
1,2013-10-10T00:00:00Z,-4.471061,11.231542,Swarm,Male Mark C,0,C
1,2013-10-10T00:00:00Z,-4.472171,11.233716,Swarm,Male Mark C,0,C
1,2013-10-10T00:00:00Z,-4.472098,11.233781,Swarm,Male Mark C,0,C
1,2013-10-10T00:00:00Z,-4.472648,11.233849,Swarm,Male Mark C,0,C
1,2013-10-10T00:00:00Z,-4.47276,11.233868,Swarm,Male Mark C,0,C
1,2013-10-10T00:00:00Z,-4.472708,11.233841,Swarm,Male Mark C,0,C
1,2013-10-10T00:00:00Z,-4.47288906,11.234526,Swarm,Male Mark C,0,C
1,2013-10-10T00:00:00Z,-4.472993,11.235446,Swarm,Male Mark C,0,C
1,2013-10-10T00:00:00Z,-4.47299,11.235464,Swarm,Male Mark C,0,C
1,2013-10-10T00:00:00Z,-4.473061,11.235343,Swarm,Male Mark C,0,C
1,2013-10-10T00:00:00Z,-4.472979,11.236017,Swarm,Male Mark C,0,C
1,2013-10-10T00:00:00Z,-4.47298,11.236059,Swarm,Male Mark C,0,C
1,2013-10-10T00:00:00Z,-4.472945,11.236046,Swarm,Male Mark C,0,C
1,2013-09-18T00:00:00Z,-4.472226,11.235659,Swarm,Male Mark C,0,C
1,2013-10-10T00:00:00Z,-4.47124,11.234133,Swarm,Male Mark C,0,C
1,2013-10-10T00:00:00Z,-4.47139,11.233322,Swarm,Male Mark C,0,C
1,2013-10-10T00:00:00Z,-4.47139,11.23345,Swarm,Male Mark C,0,C
1,2013-10-11T00:00:00Z,-4.473317,11.233452,Swarm,Male Mark C,0,C
1,2013-10-11T00:00:00Z,-4.473088,11.234109,Swarm,Male Mark C,0,C
1,2013-10-11T00:00:00Z,-4.47288,11.233968,Swarm,Male Mark C,0,C
1,2013-10-11T00:00:00Z,-4.473379,11.233701,Swarm,Male Mark C,0,C
1,2013-10-11T00:00:00Z,-4.473417,11.233863,Swarm,Male Mark C,0,C
1,2013-10-11T00:00:00Z,-4.473444,11.233827,Swarm,Male Mark C,0,C
1,2013-10-11T00:00:00Z,-4.473449,11.233894,Swarm,Male Mark C,0,C
1,2013-10-11T00:00:00Z,-4.472851,11.23367,Swarm,Male Mark C,0,C
1,2013-10-11T00:00:00Z,-4.47282,11.233604,Swarm,Male Mark C,0,C
1,2013-10-11T00:00:00Z,-4.47286,11.233585,Swarm,Male Mark C,0,C
1,2013-10-11T00:00:00Z,-4.47288,11.233968,Swarm,Male Mark C,0,C
1,2013-10-11T00:00:00Z,-4.473237,11.232689,Swarm,Male Mark C,0,C
1,2013-10-11T00:00:00Z,-4.473255,11.232586,Swarm,Male Mark C,0,C
1,2013-10-11T00:00:00Z,-4.473301,11.232573,Swarm,Male Mark C,0,C
1,2013-10-11T00:00:00Z,-4.47331,11.230826,Swarm,Male Mark C,2,C
1,2013-10-11T00:00:00Z,-4.473285,11.230863,Swarm,Male Mark C,0,C
1,2013-10-11T00:00:00Z,-4.472592,11.230161,Swarm,Male Mark C,0,C
1,2013-10-11T00:00:00Z,-4.472514,11.230194,Swarm,Male Mark C,0,C
1,2013-10-11T00:00:00Z,-4.472338,11.232567,Swarm,Male Mark C,0,C
1,2013-10-11T00:00:00Z,-4.472312,11.232571,Swarm,Male Mark C,0,C
1,2013-10-11T00:00:00Z,-4.472238,11.232476,Swarm,Male Mark C,0,C
1,2013-10-11T00:00:00Z,-4.471982,11.232418,Swarm,Male Mark C,0,C
1,2013-10-11T00:00:00Z,-4.471899,11.232395,Swarm,Male Mark C,0,C
1,2013-10-11T00:00:00Z,-4.471965,11.232493,Swarm,Male Mark C,0,C
1,2013-10-11T00:00:00Z,-4.471735,11.232606,Swarm,Male Mark C,0,C
1,2013-10-11T00:00:00Z,-4.470404,11.231091,Swarm,Male Mark C,0,C
1,2013-10-11T00:00:00Z,-4.471161,11.231424,Swarm,Male Mark C,0,C
1,2013-10-11T00:00:00Z,-4.471061,11.231542,Swarm,Male Mark C,0,C
1,2013-10-11T00:00:00Z,-4.472153,11.233797,Swarm,Male Mark C,0,C
1,2013-10-11T00:00:00Z,-4.472171,11.233716,Swarm,Male Mark C,0,C
1,2013-10-11T00:00:00Z,-4.472098,11.233781,Swarm,Male Mark C,0,C
1,2013-10-11T00:00:00Z,-4.472648,11.233849,Swarm,Male Mark C,0,C
1,2013-10-11T00:00:00Z,-4.47276,11.233868,Swarm,Male Mark C,0,C
1,2013-10-11T00:00:00Z,-4.472809,11.233933,Swarm,Male Mark C,0,C
1,2013-10-11T00:00:00Z,-4.472708,11.233841,Swarm,Male Mark C,0,C
1,2013-10-11T00:00:00Z,-4.472598,11.23397,Swarm,Male Mark C,0,C
1,2013-10-11T00:00:00Z,-4.472935,11.234441,Swarm,Male Mark C,0,C
1,2013-10-11T00:00:00Z,-4.472926,11.234531,Swarm,Male Mark C,0,C
1,2013-10-11T00:00:00Z,-4.472799,11.234499,Swarm,Male Mark C,0,C
1,2013-10-11T00:00:00Z,-4.470298,11.23102,Swarm,Male Mark C,0,C
1,2013-10-11T00:00:00Z,-4.47276,11.23507,Swarm,Male Mark C,0,C
1,2013-10-11T00:00:00Z,-4.472993,11.235446,Swarm,Male Mark C,0,C
1,2013-10-11T00:00:00Z,-4.473026,11.236207,Swarm,Male Mark C,0,C
1,2013-10-11T00:00:00Z,-4.472979,11.236017,Swarm,Male Mark C,0,C
1,2013-10-11T00:00:00Z,-4.47298,11.236059,Swarm,Male Mark C,0,C
1,2013-10-11T00:00:00Z,-4.472945,11.236046,Swarm,Male Mark C,0,C
1,2013-10-11T00:00:00Z,-4.472226,11.235659,Swarm,Male Mark C,0,C
1,2013-10-11T00:00:00Z,-4.471238,11.234225,Swarm,Male Mark C,0,C
1,2013-10-11T00:00:00Z,-4.47124,11.234133,Swarm,Male Mark C,0,C
1,2013-10-11T00:00:00Z,-4.470643,11.234139,Swarm,Male Mark C,0,C
1,2013-10-11T00:00:00Z,-4.47139,11.233322,Swarm,Male Mark C,0,C
1,2013-10-11T00:00:00Z,-4.47139,11.23345,Swarm,Male Mark C,0,C
1,2013-10-12T00:00:00Z,-4.473088,11.234109,Swarm,Male Mark C,0,C
1,2013-10-12T00:00:00Z,-4.473089,11.234105,Swarm,Male Mark C,0,C
1,2013-10-12T00:00:00Z,-4.473379,11.233701,Swarm,Male Mark C,0,C
1,2013-10-12T00:00:00Z,-4.473449,11.233894,Swarm,Male Mark C,0,C
1,2013-10-12T00:00:00Z,-4.472851,11.23367,Swarm,Male Mark C,0,C
1,2013-10-12T00:00:00Z,-4.47282,11.233604,Swarm,Male Mark C,0,C
1,2013-10-12T00:00:00Z,-4.472774,11.233523,Swarm,Male Mark C,0,C
1,2013-10-12T00:00:00Z,-4.472754,11.233524,Swarm,Male Mark C,0,C
1,2013-10-12T00:00:00Z,-4.47288,11.233968,Swarm,Male Mark C,0,C
1,2013-10-12T00:00:00Z,-4.472927,11.233612,Swarm,Male Mark C,0,C
1,2013-10-12T00:00:00Z,-4.472865,11.233608,Swarm,Male Mark C,0,C
1,2013-10-12T00:00:00Z,-4.473237,11.232689,Swarm,Male Mark C,0,C
1,2013-10-12T00:00:00Z,-4.473255,11.232586,Swarm,Male Mark C,0,C
1,2013-10-12T00:00:00Z,-4.473301,11.232573,Swarm,Male Mark C,0,C
1,2013-10-12T00:00:00Z,-4.473273,11.230718,Swarm,Male Mark C,0,C
1,2013-10-12T00:00:00Z,-4.473285,11.230863,Swarm,Male Mark C,0,C
1,2013-10-12T00:00:00Z,-4.473319,11.230771,Swarm,Male Mark C,0,C
1,2013-10-12T00:00:00Z,-4.472592,11.230161,Swarm,Male Mark C,0,C
1,2013-10-12T00:00:00Z,-4.472702,11.230196,Swarm,Male Mark C,0,C
1,2013-10-12T00:00:00Z,-4.472514,11.230194,Swarm,Male Mark C,0,C
1,2013-10-12T00:00:00Z,-4.472338,11.232567,Swarm,Male Mark C,0,C
1,2013-10-12T00:00:00Z,-4.472368,11.23267,Swarm,Male Mark C,0,C
1,2013-10-12T00:00:00Z,-4.471982,11.232418,Swarm,Male Mark C,0,C
1,2013-10-12T00:00:00Z,-4.471965,11.232493,Swarm,Male Mark C,0,C
1,2013-10-12T00:00:00Z,-4.470268,11.231107,Swarm,Male Mark C,0,C
1,2013-10-12T00:00:00Z,-4.4705259999999996,11.231022,Swarm,Male Mark C,0,C
1,2013-10-12T00:00:00Z,-4.470404,11.231091,Swarm,Male Mark C,0,C
1,2013-10-12T00:00:00Z,-4.471061,11.231542,Swarm,Male Mark C,0,C
1,2013-10-12T00:00:00Z,-4.471254,11.231439,Swarm,Male Mark C,0,C
1,2013-10-12T00:00:00Z,-4.472153,11.233797,Swarm,Male Mark C,0,C
1,2013-10-12T00:00:00Z,-4.472171,11.233716,Swarm,Male Mark C,0,C
1,2013-10-12T00:00:00Z,-4.472098,11.233781,Swarm,Male Mark C,0,C
1,2013-10-12T00:00:00Z,-4.470237,11.231125,Swarm,Male Mark C,0,C
1,2013-10-12T00:00:00Z,-4.472648,11.233849,Swarm,Male Mark C,0,C
1,2013-10-12T00:00:00Z,-4.47276,11.233868,Swarm,Male Mark C,0,C
1,2013-10-12T00:00:00Z,-4.472708,11.233841,Swarm,Male Mark C,0,C
1,2013-10-12T00:00:00Z,-4.472586,11.233891,Swarm,Male Mark C,0,C
1,2013-10-12T00:00:00Z,-4.472935,11.234441,Swarm,Male Mark C,0,C
1,2013-10-12T00:00:00Z,-4.472926,11.234531,Swarm,Male Mark C,0,C
1,2013-10-12T00:00:00Z,-4.472799,11.234499,Swarm,Male Mark C,0,C
1,2013-10-12T00:00:00Z,-4.47276,11.23507,Swarm,Male Mark C,0,C
1,2013-10-12T00:00:00Z,-4.472993,11.235446,Swarm,Male Mark C,0,C
1,2013-10-12T00:00:00Z,-4.47299,11.235464,Swarm,Male Mark C,0,C
1,2013-10-12T00:00:00Z,-4.472916,11.236208,Swarm,Male Mark C,0,C
1,2013-10-12T00:00:00Z,-4.473026,11.236207,Swarm,Male Mark C,0,C
1,2013-10-12T00:00:00Z,-4.472979,11.236017,Swarm,Male Mark C,0,C
1,2013-10-12T00:00:00Z,-4.47298,11.236059,Swarm,Male Mark C,0,C
1,2013-10-12T00:00:00Z,-4.472945,11.236046,Swarm,Male Mark C,0,C
1,2013-10-12T00:00:00Z,-4.472226,11.235659,Swarm,Male Mark C,0,C
1,2013-10-12T00:00:00Z,-4.471238,11.234225,Swarm,Male Mark C,0,C
1,2013-10-12T00:00:00Z,-4.47124,11.234133,Swarm,Male Mark C,0,C
1,2013-10-12T00:00:00Z,-4.469475,11.234917,Swarm,Male Mark C,0,C
1,2013-10-12T00:00:00Z,-4.470698,11.234021,Swarm,Male Mark C,0,C
1,2013-10-12T00:00:00Z,-4.470689,11.234121,Swarm,Male Mark C,0,C
1,2013-10-12T00:00:00Z,-4.470623,11.2341,Swarm,Male Mark C,0,C
1,2013-10-12T00:00:00Z,-4.47139,11.233322,Swarm,Male Mark C,0,C
1,2013-10-12T00:00:00Z,-4.47139,11.23345,Swarm,Male Mark C,0,C
1,2013-10-13T00:00:00Z,-4.473088,11.234109,Swarm,Male Mark C,0,C
1,2013-10-13T00:00:00Z,-4.473089,11.234105,Swarm,Male Mark C,0,C
1,2013-10-13T00:00:00Z,-4.473449,11.233894,Swarm,Male Mark C,0,C
1,2013-10-13T00:00:00Z,-4.472851,11.23367,Swarm,Male Mark C,0,C
1,2013-10-13T00:00:00Z,-4.47282,11.233604,Swarm,Male Mark C,0,C
1,2013-10-13T00:00:00Z,-4.47286,11.233585,Swarm,Male Mark C,0,C
1,2013-10-13T00:00:00Z,-4.47288,11.233968,Swarm,Male Mark C,0,C
1,2013-10-13T00:00:00Z,-4.472746,11.233617,Swarm,Male Mark C,0,C
1,2013-10-13T00:00:00Z,-4.47288,11.233968,Swarm,Male Mark C,0,C
1,2013-10-13T00:00:00Z,-4.473237,11.232689,Swarm,Male Mark C,0,C
1,2013-10-13T00:00:00Z,-4.473255,11.232586,Swarm,Male Mark C,0,C
1,2013-10-13T00:00:00Z,-4.473301,11.232573,Swarm,Male Mark C,0,C
1,2013-10-13T00:00:00Z,-4.47331,11.230826,Swarm,Male Mark C,0,C
1,2013-10-13T00:00:00Z,-4.473364,11.230744,Swarm,Male Mark C,0,C
1,2013-10-13T00:00:00Z,-4.473285,11.230863,Swarm,Male Mark C,0,C
1,2013-10-13T00:00:00Z,-4.472665,11.23024,Swarm,Male Mark C,0,C
1,2013-10-13T00:00:00Z,-4.472514,11.230194,Swarm,Male Mark C,0,C
1,2013-10-13T00:00:00Z,-4.472338,11.232567,Swarm,Male Mark C,0,C
1,2013-10-13T00:00:00Z,-4.472238,11.232476,Swarm,Male Mark C,0,C
1,2013-10-12T00:00:00Z,-4.472368,11.23267,Swarm,Male Mark C,0,C
1,2013-10-13T00:00:00Z,-4.471982,11.232418,Swarm,Male Mark C,0,C
1,2013-10-13T00:00:00Z,-4.471899,11.232395,Swarm,Male Mark C,0,C
1,2013-10-13T00:00:00Z,-4.470198,11.231113,Swarm,Male Mark C,0,C
1,2013-10-13T00:00:00Z,-4.470268,11.231107,Swarm,Male Mark C,0,C
1,2013-10-13T00:00:00Z,-4.471161,11.231424,Swarm,Male Mark C,0,C
1,2013-10-13T00:00:00Z,-4.471061,11.231542,Swarm,Male Mark C,0,C
1,2013-10-13T00:00:00Z,-4.471254,11.231439,Swarm,Male Mark C,0,C
1,2013-10-13T00:00:00Z,-4.472153,11.233797,Swarm,Male Mark C,0,C
1,2013-10-13T00:00:00Z,-4.472171,11.233716,Swarm,Male Mark C,0,C
1,2013-10-13T00:00:00Z,-4.472098,11.233781,Swarm,Male Mark C,0,C
1,2013-10-13T00:00:00Z,-4.472648,11.233849,Swarm,Male Mark C,0,C
1,2013-10-13T00:00:00Z,-4.47276,11.233868,Swarm,Male Mark C,0,C
1,2013-10-13T00:00:00Z,-4.472646,11.23383,Swarm,Male Mark C,0,C
1,2013-10-13T00:00:00Z,-4.472708,11.233841,Swarm,Male Mark C,0,C
1,2013-10-13T00:00:00Z,-4.472639,11.234494,Swarm,Male Mark C,0,C
1,2013-10-13T00:00:00Z,-4.472935,11.234441,Swarm,Male Mark C,0,C
1,2013-10-13T00:00:00Z,-4.472926,11.234531,Swarm,Male Mark C,0,C
1,2013-10-13T00:00:00Z,-4.472725,11.234934,Swarm,Male Mark C,0,C
1,2013-10-12T00:00:00Z,-4.470298,11.23102,Swarm,Male Mark C,0,C
1,2013-10-13T00:00:00Z,-4.472825,11.235519,Swarm,Male Mark C,0,C
1,2013-10-12T00:00:00Z,-4.472993,11.235446,Swarm,Male Mark C,0,C
1,2013-10-13T00:00:00Z,-4.47299,11.235464,Swarm,Male Mark C,0,C
1,2013-10-13T00:00:00Z,-4.472899,11.235649,Swarm,Male Mark C,0,C
1,2013-10-12T00:00:00Z,-4.473026,11.236207,Swarm,Male Mark C,0,C
1,2013-10-12T00:00:00Z,-4.472945,11.236046,Swarm,Male Mark C,0,C
1,2013-10-13T00:00:00Z,-4.472226,11.235659,Swarm,Male Mark C,0,C
1,2013-10-13T00:00:00Z,-4.472189,11.235623,Swarm,Male Mark C,0,C
1,2013-10-13T00:00:00Z,-4.472221,11.235652,Swarm,Male Mark C,0,C
1,2013-10-13T00:00:00Z,-4.471238,11.234225,Swarm,Male Mark C,0,C
1,2013-10-13T00:00:00Z,-4.471267,11.234234,Swarm,Male Mark C,0,C
1,2013-10-13T00:00:00Z,-4.470698,11.234021,Swarm,Male Mark C,0,C
